WASTE CODE GROUP,2021,2023,delta,pct_change,share_2021,share_2023
K044,321.70898139999997,271.6775517,-50.03142969999999,-15.55176653206114,0.00039157222203514604,0.0003929372870228113
F004,36.9115,262.3848024,225.47330240000002,610.848387088035,4.4927306694242924e-05,0.0003794968401545428
U147,181.8944036,259.859782,77.96537839999999,42.86298910627946,0.00022139511145587702,0.0003758448097992749
U036,6.527,248.451,241.924,3706.5114141259387,7.944421949617967e-06,0.0003593438666066442
D036,22.8220209,235.4765044,212.65448350000003,931.7951483428885,2.777811609814616e-05,0.00034057837394944066
U103,2.5832601000000004,227.188411,224.6051509,8694.639417068378,3.14424823655773e-06,0.00032859099805176664
F012,155.9433847,223.7407722,67.79738750000001,43.47564190069809,0.0001898084952211427,0.0003236045505951048
U409,178.5467205,223.51950000000002,44.97277950000003,25.188241696099944,0.00021732043593879335,0.00032328451643174645
P029,2.252404,211.2786102,209.0262062,9280.138296682122,2.741542481539345e-06,0.00030558006496470523
U125,458.2789952,209.8196606,-248.4593346,-54.2157369642413,0.000557800169835414,0.00030346993222042884
K158,162.6285,206.691,44.0625,27.09395954583606,0.00019794536924060756,0.00029894483472714503
F1012,169.6461,198.07885,28.43275,16.760037513388166,0.0002064869312865152,0.000286488763788423
U045,404.0585189,190.91285000000002,-213.1456689,-52.751187991349134,0.0004918050201439078,0.00027612431305929256
K071,351.2815,180.6715,-170.60999999999999,-48.56788643865389,0.00042756679318135804,0.0002613118699285667
P127,22.472,180.5088357,158.03683569999998,703.2611058205765,2.7352083660458855e-05,0.0002610766025377296
K114,0.0,167.1895,167.1895,,0.0,0.000241812354895056
U159,118.6144435,164.7300816,46.11563810000001,38.87860258771944,0.00014437309460443084,0.00023825520713771336
U140,167.877844,162.71725179999999,-5.160592200000025,-3.0740162471946118,0.00020433467576652995,0.0002353439769830628
D037,85.2600867,155.527,70.26691329999998,82.41478049071698,0.00010377541048043679,0.0002249444499789961
K132,3.8165,151.844,148.0275,3878.6191536748333,4.645302033203152e-06,0.00021961759091740135
