NAICS,2021,2023,delta,pct_change,share_2021,share_2023
325412,119266.8113459,110428.01405669999,-8838.79728920001,-7.410944578341709,0.14479707912929987,0.1584680320669379
334417,162034.4892549,108724.90404760001,-53309.585207299984,-32.90014703193066,0.19671961124433962,0.15602401010529146
33591,91811.5379436,107618.37796489999,15806.840021299999,17.21661609787015,0.11146472664592763,0.15443610677972613
332812,99034.78436779999,105498.5635267,6463.779158900012,6.526776627184372,0.12023418205646902,0.15139409950251337
321114,31352.0624583,105359.3698265,74007.3073682,236.05243663517786,0.03806328866691275,0.15119435171265017
928110,22587.8869794,103305.9384724,80718.051493,357.35105088233496,0.027423052745446763,0.14824760646464002
562212,41576.854377699994,99563.7819519,57986.92757420001,139.46925144318197,0.050476800757381514,0.14287748200341766
334412,78863.00687699999,88591.4773402,9728.470463200007,12.33591115587715,0.09574443148333603,0.1271318441423373
325120,41653.8023507,79786.0046647,38132.202313999995,91.54554965462636,0.05057022022260901,0.11449568529962545
92811,19586.2956466,79293.7536867,59707.4580401,304.84303472905384,0.023778940415917268,0.11378928806489268
325411,74497.9282411,77305.1405628,2807.2123217000044,3.768175019062187,0.09044496359687648,0.11093555922643769
921190,2534.2420747,66984.8709853,64450.628910600004,2543.1914951624963,0.0030767222338065094,0.09612561426530679
325510,45021.5854364,60357.4760786,15335.8906422,34.06341756636788,0.05465891135509968,0.08661507260097921
562112,32021.9044941,58177.776146100005,26155.871652000005,81.68118687887286,0.03887651716834865,0.08348712756139572
562219,27557.4323641,56474.7789973,28917.346633200003,104.93483663910432,0.03345637960465259,0.08104326755819602
325320,77590.2700704,43233.2200766,-34357.0499938,-44.28010105213812,0.09419925248495103,0.06204117101968256
48811,299.0253676,41527.3787824,41228.3534148,13787.57720313225,0.00036303477325700816,0.059593229569140906
336411,59269.0950917,41095.617987800004,-18173.477103899997,-30.662653235691117,0.07195624461716528,0.058973637846620304
221122,46915.012397900005,37985.5390003,-8929.473397600006,-19.03329646780548,0.056957645516565056,0.05451056657859221
493110,22042.814115,34161.3670517,12118.552936699998,54.97734034082969,0.0267613015190401,0.049022747132078666
32518,883958.2629982,33433.4641,-850524.7988982,-96.21775535118584,1.0731784736252938,0.0479781811378701
325212,39780.231099900004,32794.2935882,-6985.937511700002,-17.561329631686235,0.04829559208763124,0.047060949273968644
423930,17328.1822784,31710.2700526,14382.087774200001,82.99824842059529,0.021037455032276837,0.045505337884339074
339999,34627.035714,31239.778842699998,-3387.2568713,-9.782116203295173,0.0420393030861851,0.04483016667190231
331410,143686.0242511,27880.3644312,-115805.6598199,-80.59632829531328,0.174443471645444,0.04000929041839683
325520,27088.2880721,26920.8055459,-167.4825262000013,-0.6182839083600211,0.03288681022986005,0.038632290120920135
236116,13038.6405,26634.136326900003,13595.495826900004,104.27080819430526,0.01582969343199344,0.038220909844120354
331313,26819.8487848,24526.0542649,-2293.7945198999987,-8.552600494899114,0.03256090879688,0.03519573893387266
561499,0.2385,24452.2165,24451.978,10252401.677148847,2.895533382894049e-07,0.03508977917904164
331221,27605.9477754,23934.4716163,-3671.4761590999988,-13.299583803355944,0.03351528023065006,0.03434679730498079
211130,14137.1174676,23255.0703757,9117.952908100002,64.49654909494022,0.017163310509572486,0.03337183294922919
336413,50909.4270819,21989.9180752,-28919.509006700002,-56.80580329489084,0.06180710508161502,0.031556295496728656
325220,1480.814,21892.3221046,20411.5081046,1378.397834204701,0.0017977972204850602,0.031416241892299045
324191,5502.1304809,21740.0735798,16237.9430989,295.12101094781576,0.006679917184270373,0.03119775997612728
32731,16996.7261937,20950.5095573,3953.7833635999996,23.262028925696924,0.020635047418770674,0.030064708205657282
339112,4329.5942827,19136.171251199998,14806.576968499998,341.9853224507308,0.005256387748404639,0.027461069778150084
221210,4888.6938656,18993.2288235,14104.534957900001,288.51336053477587,0.005935168254337171,0.02725594243424206
327310,28662.6219811,18286.8144753,-10375.8075058,-36.199784906774255,0.03479814624215841,0.026242213331718996
33631,11401.341038899998,18068.574800000002,6667.233761100004,58.477627661098886,0.013841913454043966,0.025929031824660824
325611,17714.7073944,17909.680482,194.97308759999942,1.100628326842331,0.021506719760455033,0.025701012964635415
236220,17730.7322814,17217.8667558,-512.8655255999984,-2.8925230918861016,0.02152617493666703,0.024708236261329685
336991,351740.360535,17053.5480855,-334686.81244949996,-95.15166583113708,0.42703394383240295,0.024472433267526617
332312,16973.5634555,16462.2004357,-511.36301979999917,-3.0127027900808923,0.02060692646208416,0.023623828870067302
339115,14265.5939476,16213.849916599998,1948.255968999998,13.65702666258608,0.01731928868012038,0.023267437257297987
488119,1504.3877216,15860.1593979,14355.7716763,954.2600933376298,0.0018264171357269261,0.02275987908976321
325920,12004.3690687,14378.4198497,2374.050781,19.776556080652853,0.01457402573543044,0.020633531421150392
336611,5610.860788,13415.383566299999,7804.522778299999,139.09671034775278,0.00681192231380512,0.01925154093673312
326113,11855.2682833,13194.3805943,1339.1123110000008,11.295504066207847,0.014393008418222294,0.018934394003022964
237310,12552.4226483,12206.2705806,-346.15206770000077,-2.7576514701477235,0.015239395729286365,0.01751642184555688
922160,0.0,12183.5705,12183.5705,,0.0,0.01748384644219414
326112,10724.9547471,11893.881325800001,1168.9265787000004,10.899128306495419,0.013020739832392476,0.01706813242488872
323111,12130.0671521,11858.4729573,-271.59419479999997,-2.2390164159394668,0.014726630765472579,0.017017320187406888
331210,22314.0575275,11579.370528899999,-10734.686998600002,-48.1072838741699,0.027090607328593082,0.016616798517688713
32551,27227.6098983,11170.941076699999,-16056.668821600002,-58.97200996185319,0.033055955302701924,0.016030688081118887
33611,11655.3698441,11157.5940053,-497.7758388000002,-4.270785444461692,0.014150319695416417,0.016011534570511254
237110,91.67515080000001,10981.1009616,10889.4258108,11878.274227829248,0.00011129914445419125,0.015758260928423633
336390,11591.905881,10565.344971,-1026.5609100000001,-8.855842348432194,0.014073270628847528,0.015161636655016042
334516,2263.4788737,10558.406635700001,8294.927762000001,366.4680884978035,0.0027479994298841813,0.015151679903097575
424690,17495.9952657,10497.5953673,-6998.399898399999,-40.00001024302974,0.021241190087543223,0.015064413622768613
23611,573.2941558,10449.6072581,9876.3131023,1722.730469582087,0.000696013570791179,0.01499554902086033
331529,11352.934559700001,9933.759862,-1419.1746977000003,-12.500509804202567,0.01378314507816474,0.014255290107349048
336412,9714.4616666,9796.5897804,82.12811379999948,0.8454211526961926,0.011793940483222163,0.014058446280397197
334419,9651.668360200001,9718.0884754,66.42011519999869,0.6881723731193592,0.011717705634206025,0.013945794183696002
33281,2560.562979,9660.02,7099.457021,277.26156627370347,0.003108677394002991,0.013862463906498038
611310,5392.2149808,9573.7614363,4181.546455499999,77.54784388955531,0.0065464731591814655,0.01373867987438241
333111,1781.4416848,9163.7535687,7382.3118839,414.4009847130529,0.0021627773031519574,0.013150304356941946
332913,15657.0024686,9058.4287135,-6598.5737551,-42.1445533289874,0.019008542274165968,0.012999159534915993
337110,10447.5685347,8912.2120307,-1535.3565039999994,-14.6958261044237,0.012683976294464282,0.012789333521321522
339113,21600.229863,8721.394946400002,-12878.834916599999,-59.62360122222926,0.026223977629560358,0.012515504383923057
541715,5867.3823443,8225.0340139,2357.6516696,40.18234250390029,0.007123354904873708,0.011803209221865734
325613,6064.3977463,7120.9002724,1056.5025261,17.42139236735571,0.007362543447194584,0.010218738988937607
336211,2926.4691438,6981.4429264,4054.9737826,138.56198659025137,0.003552909475841621,0.010018612858202781
333618,5310.6846287,6762.5165909,1451.8319622,27.337943480093134,0.00644749041024031,0.009704445969930227
562920,4531.2301718,6751.1529052,2219.9227333999997,48.99161263569515,0.005501185839842195,0.009688138686626359
325414,6046.0832877,6747.1149985,701.0317107999999,11.59480737266986,0.007340308593414321,0.009682344150394907
335910,16335.5233334,6613.7576204,-9721.765713,-59.5130349642527,0.019832307395767034,0.009490971685267873
336110,4348.7737175,6572.5661342,2223.7924167,51.13608021845758,0.005279672735292874,0.00943186047321008
332722,3922.2189356,6520.3980321,2598.1790965,66.242582047566,0.0047618095861840515,0.009356997436442895
327213,4382.3967277,6481.3138438,2098.9171160999995,47.89427444652114,0.005320493091044441,0.009300910269995669
621511,6070.8552995,6469.5562382,398.7009386999998,6.567459098108254,0.007370383304998533,0.009284037697966124
322220,3297.8464115,6245.4234738,2947.5770622999994,89.3788459044494,0.004003783805515973,0.008962399403556937
61131,4129.8327098,6215.6988962,2085.8661863999996,50.50728039056609,0.0050138651895151745,0.00891974360324639
23829,7297.6190986,6163.984726500001,-1133.6343720999994,-15.534304501004714,0.008859748308445065,0.008845531975224839
331511,6401.347353300001,6127.338103800001,-274.0092494999999,-4.280493377050436,0.007771620527035899,0.008792942799998099
42393,19636.576964,6067.0492463,-13569.527717699999,-69.10332560800794,0.02383998495808397,0.008706426197438503
22121,2826.3450529,5887.7106194,3061.3655664999997,108.31535107006323,0.003431352810167462,0.008449069044716026
622110,4700.6143355,5472.8601531,772.2458176,16.428614697611792,0.005706828397715127,0.007853744230100983
331222,4786.4299283,5432.1088122,645.6788839000001,13.489780349282713,0.005811013686488813,0.007795264641821904
541380,4878.77837,5310.58401,431.8056399999996,8.850691858749048,0.0059231302465729205,0.007620872333706411
325314,4265.7412633,5197.4193679,931.6781045999996,21.840942689506875,0.0051788663440980225,0.007458477145435269
211120,4096.7870848,5098.454847800001,1001.6677630000004,24.450081057822427,0.004973745814108006,0.007316459624983949
327212,3624.9251691000004,5081.6513777,1456.7262085999996,40.18638014979153,0.004400877080763902,0.00729234606230342
332992,10478.400225000001,4780.2574171999995,-5698.142807800002,-54.379892783681115,0.012721407820046968,0.006859835270496803
62211,4108.7111622,4759.6983475,650.9871852999995,15.844072742057385,0.0049882223609306105,0.006830332292069489
32552,7750.1573749,4651.1571836,-3099.0001912999996,-39.986287263489096,0.009409156981847154,0.00667457195545186
61111,37128.474612,4578.282239,-32550.192372999998,-87.66908070734398,0.0450762002913963,0.006569993881161584
331513,2138.9931907,4544.029039,2405.0358483,112.43775149713943,0.002596866326815474,0.006520839350562055
332993,4485.1664084,4448.9925936,-36.1738148000004,-0.8065211300132057,0.005445261661784991,0.006384458753610975
335931,5660.2803143,4422.775125,-1237.5051893,-21.86296650668688,0.006871920589766738,0.006346835776413491
33711,3821.0937373,4413.2261869,592.1324496000002,15.496412553815112,0.0046390375159411044,0.006333132718888078
92411,811.23963,4403.9166769,3592.6770469000003,442.86261593260673,0.0009848936814220615,0.006319773248994416
336414,3245.0691831,4397.8565893,1152.7874062000005,35.524278255872126,0.003939709077344558,0.00631107681300099
336120,3667.3080097,4331.1100169,663.8020071999999,18.100525111178253,0.00445233239724993,0.006215293165474643
811310,2543.3243148,4277.2582751,1733.9339602999999,68.17588894227795,0.0030877486192995946,0.0061380140473149955
325413,2630.9328367,4262.7767171,1631.8438803999998,62.02529603328204,0.0031941106317890933,0.00611723250906923
325312,2589.683,4170.1241672,1580.4411671999997,61.02836398122857,0.0031440308501522888,0.005984272884882762
42469,4434.4329147,3983.4369202000003,-450.9959944999996,-10.170319478843904,0.005383668150405874,0.005716370207316777
325620,3217.9424302,3952.1824932,734.2400629999997,22.81706646176282,0.003906775568501175,0.005671519020030852
49311,9542.0139066,3945.3353567999998,-5596.678549799999,-58.65301187550042,0.011584578535261868,0.0056616931416985225
531110,6512.1437909,3942.745,-2569.3987908999998,-39.45549842573271,0.007906134063210545,0.005657975889804121
22131,792.8343255,3918.8403812,3126.0060557,394.2823809663625,0.0009625485352576673,0.005623671932326435
332618,5983.3430129,3794.8292549999996,-2188.5137579,-36.57677243610464,0.007264138127948766,0.005445711662994521
481111,2758.4061907,3667.0069765000003,908.6007858000003,32.93933971230774,0.0033488709470664395,0.005262282257863623
336320,12949.3223892,3664.0075317,-9285.314857500001,-71.70502500767255,0.015721255875801227,0.005257977950493707
488310,857.9255349,3620.9135321999997,2762.9879972999997,322.0545239537665,0.0010415731766625508,0.0051961365658324534
325991,2875.1077242,3611.9313759,736.8236517,25.627688503568034,0.003490553624669869,0.005183246859857593
541714,2441.0422217,3597.2909845,1156.2487628,47.36701202958958,0.002963572009218535,0.005162237390171246
332911,3329.4940801,3467.5888093999997,138.09472929999993,4.147619006904867,0.004042205977810341,0.004976110268186194
488390,8535.684321499999,3421.4615596,-5114.222761899999,-59.9157908056429,0.010362833919810728,0.004909916064089462
531120,15197.7699928,3357.7697797,-11840.0002131,-77.90616793588299,0.018451006440124887,0.004818516149803118
331512,2318.5457893000003,3300.5130264000004,981.9672371000001,42.35272133212729,0.0028148539759692173,0.004736350721985732
332919,2786.0556684,3245.2323533,459.17668490000005,16.481245874160873,0.003382439075242513,0.004657021037826106
221310,3541.5193513,3222.6805618999997,-318.8387894000002,-9.00288146902156,0.004299617403712547,0.0046246584346110635
221118,140.8548898,3190.1804931,3049.3256033000002,2164.870248828238,0.00017100630421792976,0.004578019708117878
327211,5261.531953600001,3146.7688317,-2114.7631219000004,-40.19291606607188,0.006387816107678216,0.0045157224676071325
327910,223.1503081,3140.8823936,2917.7320855,1307.5187349472453,0.0002709178895206047,0.004507275224671912
424710,2258.0090249,2901.0477832,643.0387583000002,28.478130565863363,0.002741358704601254,0.004163104236392486
332721,1581.4476556,2892.5778963,1311.1302406999998,82.9069641386618,0.001919972528339342,0.004150949654782575
332322,3102.0074318,2886.6647918,-215.3426400000003,-6.942041395272981,0.0037660235105921747,0.0041424641446380205
221111,5516.6443849,2861.2257141,-2655.4186707999997,-48.134671831817464,0.006697537936282162,0.004105958185392507
927110,380.5059001,2857.8305812999997,2477.3246811999998,651.0607800165355,0.00046195703820867844,0.004101086052012062
32511,861732.003399,2848.0032742,-858884.0001248,-99.66950243660831,1.0461944582599465,0.004086983525312135
33639,3706.5755112,2846.2153669000004,-860.3601442999998,-23.21172580189683,0.00450000550477869,0.004084417816295549
54138,2415.3677668,2816.9225119,401.55474509999976,16.624993949968932,0.002932401677457295,0.004042381552896944
611110,3459.5251166,2770.6466567,-688.8784598999996,-19.912515061518764,0.004200071473407013,0.0039759740948945455
488190,1662.6075243,2760.2118026,1097.6042782999998,66.01704023696868,0.0020185054881599494,0.003960999717167499
21222,1029.1785,2737.9727931,1708.7942931000002,166.0347833830575,0.0012494845717848314,0.003929085966832613
324199,3963.0589296999997,2718.158922,-1244.9000076999996,-31.412603995627126,0.004811391794265287,0.003900652374254982
924110,2914.1773894999997,2712.7692494000003,-201.4081400999994,-6.91132052652965,0.00353798654715819,0.003892918007050221
56299,1383.6929343,2637.4871194,1253.7941851000003,90.61216936359406,0.0016798864079414137,0.0037848855381806645
48819,1230.5462906,2600.3666374,1369.8203468,111.31806720835276,0.0014939571755256777,0.003731616358415321
332111,875.0643051,2593.4373336,1718.3730285,196.37105735945073,0.0010623806740444584,0.00372167256701275
326111,3464.2189797,2556.4258491,-907.7931306,-26.20484258990506,0.004205770105398956,0.0036685598024421636
483111,4225.7426901,2551.8274039999997,-1673.9152861000002,-39.61233347268449,0.005130305671574445,0.0036619608741558073
92119,154.0317555,2503.0877701,2349.0560146,1525.0465769053703,0.00018700381135263063,0.003592017808224818
486210,2141.7661108,2483.1994001,341.4332892999996,15.941670174829046,0.0026002328185209876,0.003563477307140547
332431,1740.789143,2466.779287,725.9901439999999,41.70465716191567,0.0021134226734322945,0.0035399138750576565
221320,375.7238725,2459.3747961999998,2083.6509236999996,554.5697455516349,0.00045615136921340775,0.0035292881738209097
488320,998.6993454,2401.7000731,1403.0007277,140.482792360104,0.0012124810457359054,0.0034465229448368065
321911,963.7784693,2384.7639259,1420.9854566,147.43901237304803,0.0011700850027558396,0.003422218985913829
32311,2999.5604267,2381.6170661,-617.9433605999998,-20.60113058898557,0.003641646687428833,0.003417703132903555
488210,2449.4311477,2368.5329618,-80.89818590000004,-3.302733615352402,0.002973756669713138,0.0033989269892094835
33141,2515.1512727,2231.80105,-283.3502226999999,-11.265732831879536,0.0030535448524659555,0.0032027119511253
332112,484.5065532,2228.5300122999997,1744.0234590999999,359.95869355766644,0.000588220083447183,0.0031980178985195036
327993,1717.3584355,2163.7951414,446.4367058999999,25.995546222127015,0.002084976385905638,0.003105121112452492
485112,227.74548169999997,2129.457,1901.7115182999999,835.0161347240462,0.000276496706526472,0.0030558446879964626
32222,3311.0563805,2107.9985642,-1203.0578163,-36.33456148271106,0.004019821502046998,0.003025051088007291
23622,1338.995139,2088.0224086,749.0272695999997,55.93950625985056,0.0016256205972777183,0.0029963846115408244
336612,1975.9064103,2058.9500259,83.04361560000007,4.2028111841284845,0.0023988691708586984,0.0029546647335431967
325612,1233.9308728,1983.1834247,749.2525518999998,60.72078820751261,0.0014980662617928681,0.0028459370316902986
444110,749.2358576,1922.9337020000003,1173.6978444000001,156.6526524984621,0.000909617374147611,0.0027594765889266955
332811,27051.7579359,1922.6073626,-25129.1505733,-92.89285610511642,0.0328424604483721,0.0027590082805635896
484230,47.7469948,1912.9632881,1865.2162933,3906.4579898963607,5.7967722170343216e-05,0.0027451686990029064
331420,2450.6211987,1911.5340242,-539.0871745000002,-21.997980544115666,0.002975201463171355,0.0027431176557103864
335313,2310.5167396,1872.3700243,-438.1467153000001,-18.963148277205413,0.0028051062269380785,0.0026869159568476673
531390,3241.9509505,1841.8305534,-1400.1203971,-43.1875873039986,0.003935923355504337,0.002643090756374501
325910,1321.8532811,1820.5755145,498.72223340000005,37.72901580915099,0.001604809351242382,0.002612589037994781
326299,2400.9597363,1804.3232538,-596.6364824999998,-24.84991620140398,0.0029149094622394726,0.0025892664799304346
562119,1360.2345,1803.1487593,442.9142592999999,32.56161046496026,0.0016514064584126605,0.002587581039567513
56221,99347.5378146,1754.460401,-97593.0774136,-98.23401722921997,0.12061388354318793,0.002517711555901807
213112,1052.8794319,1687.3183047,634.4388727999999,60.257504665572895,0.0012782589279786045,0.0024213603178541254
22112,2348.2060455,1658.150954,-690.0550915000001,-29.386479641443376,0.002850863310129506,0.00237950415748107
313320,1328.749426,1643.9539109,315.2044848999999,23.721890578637954,0.0016131816857376546,0.002359130907989584
541720,95.3619234,1640.204,1544.8420766,1619.9778921405439,0.00011577510803424954,0.002353749655724699
812332,406.42751680000003,1629.0172096000001,1222.5896928000002,300.8137102590983,0.0004934274392541434,0.0023376962233146673
22132,8096.5904746999995,1625.6203543000001,-6470.970120399999,-79.9221615644302,0.009829747592082105,0.0023328216180869507
486910,372.8184997,1624.7009002999998,1251.8824005999998,335.78870190383947,0.0004526240719672222,0.0023315021696915343
811111,96.8034958,1608.6530267,1511.8495309,1561.7716265366525,0.000117525263593184,0.002308472914208001
336310,1943.6275894,1595.0108617,-348.61672769999996,-17.93639530542054,0.0023596807417281293,0.002288895934044503
484110,2796.9694206,1576.4490466999998,-1220.5203739,-43.63724411538888,0.0033956890265329667,0.002262259085417213
56199,164.4745,1574.124845,1409.650345,857.0631587267327,0.00019968193097895484,0.002258923775326999
331523,472.769508,1561.474574,1088.705066,230.28242041362788,0.0005739706049594948,0.0022407701974726142
336370,2618.6790849999998,1557.9241735,-1060.7549114999997,-40.50725106318248,0.0031792338405467265,0.0022356752495548186
48821,317.2800454,1546.6885335,1229.4084880999999,387.4837090842146,0.0003851970495521339,0.002219551716273686
561210,435.1865,1541.1555413,1105.9690413,254.13679911945798,0.0005283425738091493,0.0022116116804696776
33121,19550.6442154,1538.4441244,-18012.200091,-92.13097989278445,0.023735657435125842,0.0022077207031309435
336415,1012.5504216,1535.563018,523.0125964,51.652992803415366,0.001229297084950207,0.0022035862154714168
333120,1249.1539462,1524.1834158,275.02946959999986,22.017259797053494,0.0015165479880905398,0.002187256091437739
311942,1173.0609838999999,1520.5507791,347.4897952000001,29.622483397642576,0.0014241665572549218,0.0021820431317193154
336350,894.6218825,1517.9823071,623.3604246000001,69.67864712385907,0.0010861247487825019,0.0021783572852723254
541990,10.1943933,1505.6323478,1495.4379545,14669.219741600511,1.237660633899431e-05,0.0021606346651283745
336419,1367.9852607,1503.6813723999999,135.69611169999985,9.919413285970927,0.00166081634786745,0.0021578349477297597
31193,1271.2587624,1468.4505,197.1917375999999,15.511534192120186,0.001543384563868249,0.002107277423310614
423830,1255.0056093,1466.1457185,211.14010919999987,16.823837888482963,0.0015236522588878139,0.002103969981881288
23731,2285.3923522,1436.1150480000001,-849.2773041999999,-37.16111605004958,0.002774603710191134,0.002060874927637696
236115,236.63948240000002,1420.4543828,1183.8149004000002,500.2609405639911,0.0002872945580712658,0.0020384013296444467
333996,23.6885,1409.1346724000002,1385.4461724000003,5848.602369926336,2.8759263119784357e-05,0.0020221571524220382
424210,860.1544352,1402.5014496,542.3470143999999,63.05228366042144,0.0010442791956251473,0.0020126382475285946
332439,2026.5571310999999,1391.339545,-635.2175860999998,-31.344667088423435,0.0024603621909610237,0.0019966205271051097
339991,1935.5189893,1353.8654457,-581.6535435999999,-30.051554483087806,0.0023498364137289306,0.001942843894243607
326191,1043.2579205,1351.9857592,308.7278387000001,29.592666648726407,0.0012665778347070757,0.0019401464788902454
332321,1191.45162,1344.4791403,153.02752029999988,12.843788008782084,0.0014464938950998721,0.0019293742202861133
488999,245.8606543,1343.1016599000002,1097.2410056,446.2857258409241,0.0002984896151219385,0.0019273974881130016
48621,1749.1518048,1317.4822808,-431.66952400000014,-24.67879133277158,0.0021235754476091303,0.0018906327901019573
326130,1343.6639368,1317.2761135,-26.387823300000036,-1.963870769862582,0.0016312887984885702,0.0018903369328723714
42471,1447.4394841,1290.1471324,-157.29235170000015,-10.866938025930844,0.0017572785517528263,0.0018514059036075436
332420,128.713845,1243.3645875,1114.6507425,865.9913333332557,0.00015626634592794562,0.0017842713283033132
333611,824.5429578000001,1221.3806832,396.83772539999995,48.12820504329095,0.0010010447211488886,0.001752723662782677
332710,3793.9992081,1216.2535472,-2577.7456609,-67.94270424191552,0.004606143128606766,0.0017453660447090385
31332,1407.0714463000002,1206.4850492,-200.5863971000001,-14.25559431452163,0.0017082693269931497,0.0017313479111083115
314994,1210.7295,1184.7922426,-25.937257399999908,-2.1422834249929408,0.0014698984003792956,0.00170021798088838
221121,1166.4947657999999,1182.3771986,15.88243280000006,1.3615519988302431,0.0014161947737295912,0.001696752308945402
32591,1331.8972605,1177.245688,-154.65157249999993,-11.611374021592557,0.0016170033460641013,0.0016893884131689637
336330,2338.3500413,1160.4047235,-1177.9453178,-50.375063484726354,0.002838897528501396,0.0016652210447233636
336212,1146.2275228,1158.6166011,12.389078299999937,1.0808568153847804,0.0013915891222890356,0.001662655027030812
332510,640.7413719,1154.5678883,513.8265164000001,80.1924987107267,0.0007778985459697195,0.0016568449836708834
333514,3.8189855,1132.0272103,1128.2082248,29542.092390767124,4.6364779891146e-06,0.0016244983285704808
484122,1021.1850405,1108.9278142,87.74277370000004,8.592250201495196,0.0012397800313961264,0.0015913498936088396
53249,0.0,1108.0511343,1108.0511343,,0.0,0.0015900918275312018
332410,2316.4210774000003,1090.3390692,-1226.0820082000002,-52.93001432952684,0.002812274447987883,0.001564674399497068
33331,598.5838977,1084.7092904,486.12539270000013,81.21257430543811,0.0007267168378420068,0.0015565954715635268
926120,1621.9988756999999,1055.7042108,-566.2946648999998,-34.91338208576786,0.0019692041474238847,0.0015149721758498428
326291,597.5960955,1053.1656918,455.56959630000006,76.23369692849676,0.000725517586585908,0.0015113293129972337
336999,1074.3138279,1046.6226345999999,-27.691193300000123,-2.577570220252037,0.0013042815733287807,0.001501939798868572
321219,859.9142727,1035.9948542,176.0805815,20.47652738070433,0.0010439876239119105,0.0014866885652064072
312230,1832.6383207,1023.9367337,-808.7015869999999,-44.127724377776076,0.002224933097005342,0.0014693847438673774
811210,56.823499999999996,1018.074,961.2505,1691.6425422580448,6.89871451500545e-05,0.0014609715175687092
561439,951.2194999999999,1017.683145,66.46364500000004,6.987203794707746,0.0011548376589978137,0.0014604106270808869
332994,1710.2637999,1014.609546,-695.6542539000001,-40.67526038618576,0.00207636307176758,0.0014559999058607912
492110,1243.0076229000001,1013.7647034,-229.24291950000008,-18.442599649161014,0.0015090859820959027,0.0014547875274134204
485113,258.8851659,1011.8070898999999,752.921924,290.83239334417186,0.00031430215521992207,0.001451978284110961
72111,0.0,995.643,995.643,,0.0,0.0014287822542041763
212311,0.0,994.11,994.11,,0.0,0.0014265823460084725
335991,834.1151,993.2802377,159.16513770000006,19.08191539752728,0.0010126658772436092,0.001425391608314894
532490,953.8549999999999,990.5546086,36.69960860000015,3.8475039287942243,0.0011580373144404205,0.0014214802359759908
335999,2841.5206639,972.677049,-1868.8436149,-65.76913687951168,0.0034497769142581595,0.0013958253175916327
332912,871.2771544,938.7669302,67.48977580000007,7.746074307029952,0.0010577828454164078,0.001347163120419157
311930,366.2380459,938.5780776,572.3400317,156.2754165241138,0.0004446350054462612,0.0013468921103848971
335929,435.2714392,922.2779631,487.0065239,111.88570626069234,0.0005284456951043762,0.0013235008804570053
313110,771.4985,890.1215697,118.62306969999997,15.375670814654852,0.0009366455604204128,0.0012773553400884912
332119,601.0479546,878.5085397,277.4605851,46.162803313198395,0.0007297083510542921,0.0012606902390617772
56211,5070.7751146,871.2073985000001,-4199.5677161,-82.81904878819057,0.006156225837095471,0.0012502128480873025
333415,898.1531466,847.6789302999999,-50.47421630000008,-5.6197783742196465,0.0010904119156946051,0.0012164486797731904
32613,4329.107216,842.6019049,-3486.5053111,-80.53635858715124,0.005255796420149065,0.0012091629721494098
621491,533.37469,835.8226723,302.44798230000004,56.70459959395524,0.0006475489394070292,0.001199434538126369
334416,1431.8944804,828.8215002000001,-603.0729802,-42.117138410333936,0.0017384059827169514,0.0011893876132194402
32562,528.3161457,826.6754409,298.3592952,56.47362807825693,0.0006414075625141577,0.0011863079436548374
335131,51.2595,820.516,769.2565,1500.7101122718714,6.2232114650087e-05,0.0011774689322283124
333998,527.5730915,819.1253011,291.55220959999997,55.262903718431964,0.0006405054500439693,0.001175473231049013
42472,70.32477060000001,810.2469960999999,739.9222255,1052.1502156169136,8.53784993361283e-05,0.0011627325552933333
311999,1380.1332400000001,806.3231607,-573.8100793000001,-41.576426294898894,0.001675564725057327,0.0011571017153357
424950,583.4910951,794.510413,211.01931789999992,36.16495944361155,0.0007083932681272353,0.001140150012479203
238320,879.1093098,788.2144307,-90.89487910000003,-10.339428565564718,0.001067291552930334,0.0011311150594056378
339114,879.2592098,786.7474295,-92.51178030000005,-10.521559429675257,0.001067473540542114,0.0011290098617781183
488490,1536.3179307,781.7529504,-754.5649803,-49.11515808164745,0.0018651823291742375,0.0011218426109592269
33634,766.1655,772.0105,5.845000000000027,0.7628900022253714,0.000930170977807845,0.0011078618565683615
23621,2.2910364,769.2565,766.9654635999999,33476.79083579815,2.7814559235326637e-06,0.001103909771003477
336510,609.3504574,766.6255716000001,157.27511420000008,25.810289020060406,0.000739788088588452,0.0011001342974552256
325311,3379.2982936,762.8147942999999,-2616.4834993,-77.42682864828231,0.00410267128715962,0.0010946656997942524
331524,619.8761437,738.8341108000001,118.95796710000013,19.190602559722308,0.0007525669045463222,0.0010602525868325919
621512,640.8642705,736.8811037,96.01683320000006,14.982397618311296,0.000778047752258613,0.0010574499538739761
238990,265.1250596,734.5095498,469.38449019999996,177.04267220464587,0.0003218777613054819,0.001054046691733622
512110,103.5595,728.2059999999999,624.6465,603.1764348031808,0.00012572745885359172,0.0010450008790349615
333242,509.3590756,684.8146592,175.45558360000007,34.44634482919972,0.0006183925397399805,0.0009827327992903488
336360,653.7006437,675.8495012,22.148857499999963,3.388226356124661,0.0007936318810283767,0.0009698674864658357
326121,893.0861477,673.0742636,-220.01188409999997,-24.635012497574312,0.0010842602744090546,0.0009658849242079981
32619,841.9849899,670.3082998,-171.67669009999997,-20.38951907211428,0.001022220396709081,0.000961915670174965
33641,272.29155000000003,669.8471621,397.55561209999996,146.0036538408922,0.000330578311490551,0.0009612539215738054
