REPORT CYCLE,STATE NAME,WASTE CODE GROUP,tons
2021,CALIFORNIA,D001,12150.4363588
2021,CALIFORNIA,D002,57909.3187121
2021,CALIFORNIA,D003,508.8560983
2021,CALIFORNIA,D004,3743.8055590999998
2021,CALIFORNIA,D005,641.1714375
2021,CALIFORNIA,D006,993.6555427
2021,CALIFORNIA,D007,9014.2768731
2021,CALIFORNIA,D008,48555.0471694
2021,CALIFORNIA,D009,750.6128051
2021,CALIFORNIA,D010,3156.3037963
2021,CALIFORNIA,D011,700.7503552000001
2021,CALIFORNIA,D013,0.0
2021,CALIFORNIA,D016,96.3345
2021,CALIFORNIA,D018,1891.8513433
2021,CALIFORNIA,D019,382.65250000000003
2021,CALIFORNIA,D020,0.028999999999999998
2021,CALIFORNIA,D022,140.6960008
2021,CALIFORNIA,D023,23.875
2021,CALIFORNIA,D024,1.2861
2021,CALIFORNIA,D026,3.5265435
2021,CALIFORNIA,D027,0.1335
2021,CALIFORNIA,D028,56.8443718
2021,CALIFORNIA,D029,1.146789
2021,CALIFORNIA,D035,19.7762992
2021,CALIFORNIA,D036,1.4375
2021,CALIFORNIA,D037,0.12500070000000002
2021,CALIFORNIA,D038,1.7750000000000001
2021,CALIFORNIA,D039,1452.6848391
2021,CALIFORNIA,D040,111.4618003
2021,CALIFORNIA,D042,0.0
2021,CALIFORNIA,D043,2.2
2021,CALIFORNIA,DMIX,2519.4731108
2021,CALIFORNIA,F001,100.1974029
2021,CALIFORNIA,F002,2346.1633166
2021,CALIFORNIA,F003,10411.1597985
2021,CALIFORNIA,F004,2.672
2021,CALIFORNIA,F005,782.9926566
2021,CALIFORNIA,F006,7661.7709644
2021,CALIFORNIA,F007,408.3750855
2021,CALIFORNIA,F008,103.5749748
2021,CALIFORNIA,F009,186.6356948
2021,CALIFORNIA,F019,414.5366283
2021,CALIFORNIA,F022,0.492
2021,CALIFORNIA,F027,0.002
2021,CALIFORNIA,F035,40.105289
2021,CALIFORNIA,F037,3262.864
2021,CALIFORNIA,F038,4.7465
2021,CALIFORNIA,F039,14832.5095552
2021,CALIFORNIA,F1_5,78044.3716899
2021,CALIFORNIA,F30S,3.9124999999999996
2021,CALIFORNIA,F6_9,293.75695210000003
2021,CALIFORNIA,FMIX,581.4292426000001
2021,CALIFORNIA,ICR,1863.3912308
2021,CALIFORNIA,K010,0.038
2021,CALIFORNIA,K022,0.0
2021,CALIFORNIA,K050,496.2
2021,CALIFORNIA,K051,699.898
2021,CALIFORNIA,K052,40.332499999999996
2021,CALIFORNIA,K061,20.985
2021,CALIFORNIA,K062,23.3465
2021,CALIFORNIA,K069,1097.114
2021,CALIFORNIA,K071,160.3745
2021,CALIFORNIA,K086,0.05
2021,CALIFORNIA,K161,1.0785
2021,CALIFORNIA,K169,702.3824999999999
2021,CALIFORNIA,K170,0.79
2021,CALIFORNIA,K171,2812.598
2021,CALIFORNIA,K172,2058.578
2021,CALIFORNIA,KPET,90.548
2021,CALIFORNIA,KXXX,1437.4550000000002
2021,CALIFORNIA,LABP,27.0875
2021,CALIFORNIA,P001,6.4458400000000005
2021,CALIFORNIA,P002,0.171
2021,CALIFORNIA,P003,3.635
2021,CALIFORNIA,P005,0.0155
2021,CALIFORNIA,P006,0.0075
2021,CALIFORNIA,P012,3.0095
